label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.48123639822006226,0.41998541355133057,-0.5619950890541077,0.999992311000824,0.48482266068458557,0.40073293447494507,-0.556344747543335,0.9999803304672241,0.48765644431114197,0.3989604413509369,-0.5563333034515381,0.9999779462814331,0.4912223219871521,0.3970089852809906,-0.5564934015274048,0.9999812841415405,0.4795772135257721,0.40120965242385864,-0.5469104051589966,0.9999734163284302,0.47842007875442505,0.3998907208442688,-0.5469586849212646,0.9999663829803467,0.4773116111755371,0.3983500301837921,-0.5469769239425659,0.9999703168869019,0.5056051015853882,0.39304319024086,-0.47377920150756836,0.9999696016311646,0.4839250445365906,0.39071527123451233,-0.42995667457580566,0.9999366402626038,0.48917269706726074,0.4304026663303375,-0.5277544260025024,0.9999936819076538,0.4822003245353699,0.43069690465927124,-0.5149515271186829,0.9999910593032837,0.553868293762207,0.4723438322544098,-0.3719174563884735,0.9999841451644897,0.4607103765010834,0.4627824127674103,-0.3289570212364197,0.9999542236328125,0.584399938583374,0.6059746146202087,-0.40006422996520996,0.9948496222496033,0.43183574080467224,0.595978856086731,-0.33431223034858704,0.981110692024231,0.5888173580169678,0.7342318892478943,-0.4663155972957611,0.9752887487411499,0.42287498712539673,0.7303370237350464,-0.40469080209732056,0.94300776720047,0.5933710932731628,0.7709681987762451,-0.5007444620132446,0.9405387043952942,0.4160824716091156,0.7664045691490173,-0.431976318359375,0.8764835000038147,0.585300087928772,0.7715381979942322,-0.5205608010292053,0.9451801776885986,0.4256768226623535,0.7687424421310425,-0.45706695318222046,0.8821784853935242,0.5815136432647705,0.7600635886192322,-0.475252240896225,0.935437023639679,0.42938509583473206,0.7557517290115356,-0.4163683354854584,0.8680315017700195,0.5320616364479065,0.5878443717956543,-0.0010066945105791092,0.9998705983161926,0.48030275106430054,0.5862793326377869,0.0010249958140775561,0.9998341798782349,0.5514772534370422,0.6959443688392639,-0.3317948281764984,0.9731554388999939,0.4542706608772278,0.6960398554801941,-0.26985400915145874,0.9775031805038452,0.5391086339950562,0.8382849097251892,-0.06303185224533081,0.9697496891021729,0.4648004174232483,0.839634358882904,-0.04039468616247177,0.9856628179550171,0.5328150391578674,0.8578881025314331,-0.04281514137983322,0.8361343145370483,0.4732421338558197,0.8615188002586365,-0.023618923500180244,0.8690166473388672,0.5471236705780029,0.891218900680542,-0.17161031067371368,0.9549306631088257,0.44844579696655273,0.8869487047195435,-0.15280720591545105,0.9728738069534302
normal,0.478343665599823,0.4191313087940216,-0.5179622769355774,0.999984622001648,0.4824565052986145,0.4009518623352051,-0.5134798288345337,0.9999701380729675,0.48527422547340393,0.3993838131427765,-0.5134674310684204,0.9999639987945557,0.4885885715484619,0.3976653218269348,-0.5136129260063171,0.9999701976776123,0.4776519238948822,0.4015513062477112,-0.5053611397743225,0.9999505281448364,0.4766433835029602,0.40055975317955017,-0.505394697189331,0.9999304413795471,0.47570547461509705,0.3993909955024719,-0.5054256319999695,0.9999361038208008,0.5035998225212097,0.3941900432109833,-0.4399562478065491,0.9999572038650513,0.48308348655700684,0.39370396733283997,-0.40209826827049255,0.9998756051063538,0.48568660020828247,0.4301304221153259,-0.4868541657924652,0.9999930262565613,0.4789840579032898,0.42942482233047485,-0.4756487011909485,0.9999887943267822,0.5529712438583374,0.4729274809360504,-0.34055760502815247,0.9999809265136719,0.4596341550350189,0.46735861897468567,-0.3077828288078308,0.9999088048934937,0.5837404727935791,0.6074797511100769,-0.3496440052986145,0.9956550002098083,0.43050050735473633,0.6022801399230957,-0.3007475435733795,0.9792108535766602,0.588384747505188,0.735815703868866,-0.3954157829284668,0.9792691469192505,0.4225485920906067,0.7339993119239807,-0.3497765362262726,0.932349681854248,0.5931548476219177,0.7685052752494812,-0.4216766357421875,0.9466550350189209,0.41679421067237854,0.7660203576087952,-0.3713882863521576,0.8447235822677612,0.5833462476730347,0.7686822414398193,-0.44233840703964233,0.951594352722168,0.42540401220321655,0.7680127620697021,-0.39411765336990356,0.8522822260856628,0.5792685747146606,0.7577237486839294,-0.4036180078983307,0.9410999417304993,0.42969971895217896,0.7554554343223572,-0.359730988740921,0.83371502161026,0.5322959423065186,0.5944759845733643,0.0016072883736342192,0.9998882412910461,0.4803062081336975,0.5919486284255981,-0.00163324736058712,0.9997978210449219,0.5537334680557251,0.703883171081543,-0.284006804227829,0.9560340642929077,0.45319002866744995,0.6941856145858765,-0.2407943308353424,0.9580745100975037,0.5379961729049683,0.8417164087295532,-0.037724755704402924,0.9461999535560608,0.46620965003967285,0.8388475775718689,-0.024151919409632683,0.9795606732368469,0.5316261053085327,0.8623982667922974,-0.019386082887649536,0.7921934723854065,0.47334423661231995,0.8591201901435852,-0.00891451258212328,0.8520528078079224,0.5472427606582642,0.890781819820404,-0.13621678948402405,0.924079418182373,0.4481087327003479,0.8849517703056335,-0.1258517950773239,0.960117518901825
normal,0.4781414568424225,0.4166833758354187,-0.49005284905433655,0.9999829530715942,0.4822196066379547,0.4001235067844391,-0.48666471242904663,0.9999662041664124,0.48498010635375977,0.3989054262638092,-0.4866473078727722,0.9999598264694214,0.48816028237342834,0.39729782938957214,-0.48677951097488403,0.9999663829803467,0.4774376451969147,0.39897269010543823,-0.47751492261886597,0.9999443292617798,0.47641974687576294,0.3972337543964386,-0.4775597155094147,0.9999227523803711,0.4754665493965149,0.39558979868888855,-0.47760170698165894,0.9999288320541382,0.502522349357605,0.3933025002479553,-0.42058905959129333,0.9999520182609558,0.4830123782157898,0.3903193473815918,-0.37783733010292053,0.9998655319213867,0.4854579567909241,0.42675089836120605,-0.46197310090065,0.9999920725822449,0.4789525866508484,0.42528775334358215,-0.44949501752853394,0.9999874234199524,0.5521743297576904,0.46849924325942993,-0.3252679407596588,0.9999786019325256,0.4596448540687561,0.4629156291484833,-0.28999191522598267,0.9999038577079773,0.5835447907447815,0.6060746312141418,-0.3283610939979553,0.995529055595398,0.4305897355079651,0.5966268181800842,-0.2790704667568207,0.9799109697341919,0.5876923203468323,0.7337886095046997,-0.3682476878166199,0.9787755608558655,0.4225342273712158,0.7287842035293579,-0.32205328345298767,0.9344584345817566,0.5928299427032471,0.764603316783905,-0.39201414585113525,0.9451573491096497,0.41684284806251526,0.7624357342720032,-0.34126296639442444,0.8471365571022034,0.5831646919250488,0.7618899941444397,-0.4121154248714447,0.950515866279602,0.4253626763820648,0.7654462456703186,-0.3625268340110779,0.8548389077186584,0.5790092945098877,0.7560359239578247,-0.37604111433029175,0.9400755763053894,0.4296030104160309,0.7510688900947571,-0.33119842410087585,0.8374557495117188,0.5318273901939392,0.5918188095092773,0.0016125949332490563,0.9998858571052551,0.4803037643432617,0.5890676379203796,-0.0016468934481963515,0.9997904300689697,0.5534864664077759,0.7054269313812256,-0.2557463049888611,0.9543898701667786,0.4524710178375244,0.6957046985626221,-0.21399720013141632,0.9575591087341309,0.5380061268806458,0.8422508239746094,-0.02163647674024105,0.9451006054878235,0.466431200504303,0.8396751284599304,-0.006901471875607967,0.9794659614562988,0.5316517353057861,0.8623450994491577,-0.004442865494638681,0.7903109192848206,0.47335362434387207,0.8591230511665344,0.008028103038668633,0.8503387570381165,0.5476496815681458,0.8918793797492981,-0.11329362541437149,0.9205190539360046,0.44831031560897827,0.8849053978919983,-0.10135842859745026,0.9590741991996765
normal,0.47820574045181274,0.3976190686225891,-0.30613821744918823,0.9999836683273315,0.48233693838119507,0.37844008207321167,-0.3063426911830902,0.9999658465385437,0.4851295053958893,0.37680575251579285,-0.3063413202762604,0.9999600648880005,0.48834219574928284,0.37502187490463257,-0.30646049976348877,0.9999661445617676,0.47749844193458557,0.378790020942688,-0.29917049407958984,0.999944806098938,0.47647327184677124,0.3774358928203583,-0.29922252893447876,0.9999250173568726,0.4755110740661621,0.3759559094905853,-0.29929786920547485,0.9999305009841919,0.5024818181991577,0.37359189987182617,-0.2713853716850281,0.999951958656311,0.4829036593437195,0.3734411597251892,-0.23774990439414978,0.9998719096183777,0.4855561852455139,0.4076206684112549,-0.2906767725944519,0.9999921321868896,0.4790308475494385,0.40801185369491577,-0.2809709906578064,0.9999877214431763,0.5520654916763306,0.45648181438446045,-0.219323992729187,0.999974250793457,0.45943760871887207,0.4521336555480957,-0.1963506042957306,0.999906063079834,0.583175539970398,0.5868257880210876,-0.22448857128620148,0.995513916015625,0.4307895600795746,0.5810602903366089,-0.19270658493041992,0.9814577102661133,0.5870224237442017,0.7137318253517151,-0.24986906349658966,0.977459192276001,0.42236629128456116,0.7165858149528503,-0.2206941843032837,0.9377774596214294,0.591642439365387,0.7460528016090393,-0.26312753558158875,0.942891001701355,0.41686177253723145,0.750641942024231,-0.2326207458972931,0.8546382784843445,0.5827211141586304,0.7455049157142639,-0.27758222818374634,0.9479401707649231,0.4253789484500885,0.751596212387085,-0.24615290760993958,0.8616085052490234,0.5785662531852722,0.7380398511886597,-0.255712628364563,0.9379112720489502,0.42961016297340393,0.7408698797225952,-0.22651425004005432,0.8457542061805725,0.5308418869972229,0.5809445977210999,0.0014978129183873534,0.9998899102210999,0.48029184341430664,0.5799036026000977,-0.0015286542475223541,0.999802827835083,0.5522537231445312,0.7055085301399231,-0.17434574663639069,0.9542894959449768,0.4522496163845062,0.6954683661460876,-0.12771190702915192,0.9595528841018677,0.5379918813705444,0.842435896396637,-0.007161058485507965,0.9443299174308777,0.46652501821517944,0.8399710655212402,0.0073301903903484344,0.9798437356948853,0.5316616296768188,0.8623010516166687,0.0050712451338768005,0.7832434773445129,0.4733526110649109,0.8590690493583679,0.016521254554390907,0.847573459148407,0.5480470061302185,0.8928428888320923,-0.06986717879772186,0.9180317521095276,0.44841402769088745,0.8850980997085571,-0.059994589537382126,0.9593387246131897
normal,0.478555828332901,0.3260692358016968,-0.4932660460472107,0.999984860420227,0.482560396194458,0.3053879737854004,-0.49209219217300415,0.9999666213989258,0.4854304790496826,0.3045390546321869,-0.4920700490474701,0.9999614953994751,0.48870381712913513,0.30383923649787903,-0.4921695291996002,0.9999669194221497,0.4775611460208893,0.30533793568611145,-0.4815670847892761,0.999947190284729,0.47645312547683716,0.30453187227249146,-0.4816601872444153,0.9999300837516785,0.47537994384765625,0.30373242497444153,-0.48170003294944763,0.9999350905418396,0.5026240944862366,0.30620425939559937,-0.43364864587783813,0.9999538660049438,0.48183926939964294,0.3036576509475708,-0.38112038373947144,0.9998864531517029,0.4857448637485504,0.3398166596889496,-0.46641889214515686,0.9999921917915344,0.47919368743896484,0.34011223912239075,-0.452364981174469,0.9999880194664001,0.5505648851394653,0.392167329788208,-0.3326265513896942,0.9999717473983765,0.4573945105075836,0.3981144428253174,-0.27789679169654846,0.9999153017997742,0.5807221531867981,0.526226818561554,-0.3031400740146637,0.9953799843788147,0.4335726201534271,0.5235639214515686,-0.23785264790058136,0.9838374853134155,0.584471583366394,0.650032103061676,-0.34262651205062866,0.9732876420021057,0.42522716522216797,0.6535467505455017,-0.2767808139324188,0.9399303197860718,0.5890541672706604,0.6812545657157898,-0.36468634009361267,0.9335055351257324,0.42003315687179565,0.6901747584342957,-0.29164281487464905,0.8576750159263611,0.5810244679450989,0.6823338270187378,-0.3878035545349121,0.9400078058242798,0.4274306893348694,0.6904587745666504,-0.31824690103530884,0.8647012710571289,0.5772988796234131,0.6734932661056519,-0.350987046957016,0.9291443228721619,0.4308875501155853,0.6782488226890564,-0.28774091601371765,0.8511608242988586,0.5299540758132935,0.5502062439918518,-0.000788359553553164,0.9998872876167297,0.4804179072380066,0.5497775077819824,0.0007195784128271043,0.9998093247413635,0.5504788160324097,0.7035552263259888,-0.19179502129554749,0.9581950902938843,0.4543558657169342,0.6947988867759705,-0.13626308739185333,0.9661771655082703,0.5381365418434143,0.8424819707870483,0.018451035022735596,0.9519615173339844,0.4666410982608795,0.8401196599006653,0.04704428091645241,0.9825235605239868,0.532025933265686,0.8616629838943481,0.03296704590320587,0.8075786828994751,0.4733889698982239,0.8587024211883545,0.06002001091837883,0.8565233945846558,0.5487166047096252,0.8933279514312744,-0.07820624113082886,0.9271209836006165,0.44913172721862793,0.8851854801177979,-0.04534789174795151,0.9633795022964478
normal,0.4786043167114258,0.30417564511299133,-0.5491381883621216,0.9999858140945435,0.48260077834129333,0.2828799784183502,-0.5437834858894348,0.9999685287475586,0.48549142479896545,0.28194597363471985,-0.5437942743301392,0.999963641166687,0.48877453804016113,0.2811099886894226,-0.5439528226852417,0.9999690055847168,0.47737160325050354,0.28284063935279846,-0.5341318845748901,0.9999504685401917,0.4761972427368164,0.28200945258140564,-0.5342161059379578,0.9999344348907471,0.4750685691833496,0.2812764048576355,-0.5342503786087036,0.9999393224716187,0.5022329092025757,0.28297555446624756,-0.4597458243370056,0.9999570250511169,0.4814888536930084,0.28114306926727295,-0.41429194808006287,0.9998940229415894,0.48579010367393494,0.318037211894989,-0.5140467882156372,0.9999926686286926,0.47923165559768677,0.3185686767101288,-0.5009992122650146,0.9999886751174927,0.5500197410583496,0.37005603313446045,-0.3605295419692993,0.9999735951423645,0.4570956230163574,0.3791846036911011,-0.2917148172855377,0.9999213814735413,0.5791547894477844,0.500943124294281,-0.3481341004371643,0.9956643581390381,0.43381673097610474,0.505559504032135,-0.252634197473526,0.9839957356452942,0.5828045606613159,0.630729079246521,-0.3966211676597595,0.9739424586296082,0.42645058035850525,0.6341759562492371,-0.28733086585998535,0.9388667941093445,0.5884732007980347,0.6598894596099854,-0.42600107192993164,0.935100257396698,0.42107588052749634,0.670015811920166,-0.31626033782958984,0.8581610321998596,0.5802515745162964,0.661264181137085,-0.4537591338157654,0.9413348436355591,0.4276289939880371,0.6691300868988037,-0.3616659641265869,0.8649080991744995,0.576704740524292,0.651357114315033,-0.40727806091308594,0.930198073387146,0.43098416924476624,0.656515896320343,-0.3146067261695862,0.8510476350784302,0.5299688577651978,0.5409463047981262,-0.004394638817757368,0.9998915791511536,0.48079967498779297,0.5396791696548462,0.0043492428958415985,0.9998202919960022,0.5498700737953186,0.700025200843811,-0.2004021853208542,0.9607334733009338,0.4551370143890381,0.6920197606086731,-0.1489328294992447,0.9689274430274963,0.5384182333946228,0.8423261642456055,0.024499395862221718,0.9556896686553955,0.4663059711456299,0.8404327630996704,0.05087217688560486,0.9837470650672913,0.532285749912262,0.8612241148948669,0.039220746606588364,0.8192700743675232,0.4731411337852478,0.8590320944786072,0.06428342312574387,0.8636364340782166,0.548820436000824,0.8933703303337097,-0.08748890459537506,0.9322607517242432,0.44880446791648865,0.8852159380912781,-0.05697653442621231,0.9657313823699951
normal,0.47773128747940063,0.27164432406425476,-0.4150683283805847,0.9999867677688599,0.48234400153160095,0.25300443172454834,-0.4141918122768402,0.9999704360961914,0.48529595136642456,0.25247323513031006,-0.41416797041893005,0.9999659061431885,0.48857808113098145,0.25203827023506165,-0.41427081823349,0.9999710321426392,0.4770181179046631,0.25240957736968994,-0.40458980202674866,0.9999538064002991,0.4758715033531189,0.25154098868370056,-0.40467509627342224,0.9999391436576843,0.47479796409606934,0.25073572993278503,-0.40470004081726074,0.999943733215332,0.5017344951629639,0.255998432636261,-0.354225218296051,0.9999601244926453,0.4815070629119873,0.25302356481552124,-0.309297114610672,0.9999016523361206,0.48495402932167053,0.28663551807403564,-0.38865286111831665,0.9999930262565613,0.4786938726902008,0.2867752015590668,-0.37570783495903015,0.9999891519546509,0.5494979619979858,0.3485587537288666,-0.27525633573532104,0.9999747276306152,0.4568844735622406,0.35791197419166565,-0.21778464317321777,0.9999260902404785,0.578167200088501,0.4749349355697632,-0.24610929191112518,0.9958192110061646,0.434044748544693,0.4829491376876831,-0.16632165014743805,0.983224630355835,0.5821135640144348,0.6034308671951294,-0.27303892374038696,0.9739195108413696,0.427508682012558,0.6167176365852356,-0.2056410014629364,0.9361411333084106,0.5874967575073242,0.6337951421737671,-0.2909800410270691,0.9345292448997498,0.4218193590641022,0.6489107012748718,-0.21889135241508484,0.854328453540802,0.5797373056411743,0.634918749332428,-0.3148876428604126,0.9407534599304199,0.4277569651603699,0.6484482884407043,-0.24754886329174042,0.861622154712677,0.5765291452407837,0.6274397373199463,-0.2810825705528259,0.9295809268951416,0.43109065294265747,0.638064980506897,-0.2176104038953781,0.8481636047363281,0.5299776792526245,0.5326194763183594,-0.008058715611696243,0.9998916983604431,0.48094791173934937,0.5305652022361755,0.007928119972348213,0.9998289346694946,0.5497289896011353,0.6996486186981201,-0.16512085497379303,0.9634207487106323,0.4569564759731293,0.6879255771636963,-0.12218768894672394,0.9714856147766113,0.5387658476829529,0.842309296131134,0.014657186344265938,0.9592717289924622,0.4661208987236023,0.8415455222129822,0.038874514400959015,0.9849836826324463,0.5322489142417908,0.8609715700149536,0.02675742469727993,0.8291040062904358,0.4727765619754791,0.8609052896499634,0.05016119033098221,0.8711308240890503,0.5488326549530029,0.8936075568199158,-0.08280490338802338,0.9373311400413513,0.4483289122581482,0.8853150010108948,-0.05181732773780823,0.9682512283325195
normal,0.47775211930274963,0.25204238295555115,-0.41825467348098755,0.9999877214431763,0.48238450288772583,0.23207558691501617,-0.41726261377334595,0.9999724626541138,0.485330194234848,0.23147758841514587,-0.4172325134277344,0.9999682903289795,0.4886888563632965,0.23100073635578156,-0.4173278212547302,0.9999731779098511,0.4769703447818756,0.23100784420967102,-0.4077718257904053,0.9999572038650513,0.475739061832428,0.2297860085964203,-0.4078527092933655,0.9999437928199768,0.4745582938194275,0.22865425050258636,-0.407870352268219,0.9999481439590454,0.5017871260643005,0.23426011204719543,-0.354118287563324,0.9999631643295288,0.48151326179504395,0.23038823902606964,-0.3100338578224182,0.9999090433120728,0.4849690794944763,0.26628875732421875,-0.39044189453125,0.9999933838844299,0.4785026013851166,0.26557767391204834,-0.3777467906475067,0.9999896883964539,0.5495870113372803,0.32839256525039673,-0.27229705452919006,0.9999759197235107,0.45678383111953735,0.3348463177680969,-0.21311414241790771,0.9999305009841919,0.5773941874504089,0.4562033414840698,-0.23821866512298584,0.9959730505943298,0.4342126250267029,0.46041810512542725,-0.1524399071931839,0.9817360639572144,0.5802058577537537,0.5857357382774353,-0.2664256691932678,0.9741695523262024,0.42860037088394165,0.5904549956321716,-0.19627371430397034,0.9325028657913208,0.5845080614089966,0.618110716342926,-0.2843068242073059,0.9345147609710693,0.4238080084323883,0.624962568283081,-0.20998971164226532,0.8494290709495544,0.5773633718490601,0.6182998418807983,-0.30862584710121155,0.9406477212905884,0.4283735156059265,0.6240217685699463,-0.23879794776439667,0.8573113679885864,0.5743787884712219,0.6109445095062256,-0.27455446124076843,0.92937833070755,0.43156057596206665,0.6142148971557617,-0.20806308090686798,0.8439465165138245,0.5300325751304626,0.5201764702796936,-0.009319407865405083,0.9998921751976013,0.480937659740448,0.5174039006233215,0.009150904603302479,0.999836802482605,0.549264669418335,0.6949963569641113,-0.13936522603034973,0.9659693837165833,0.45818671584129333,0.6829339861869812,-0.10822614282369614,0.9738607406616211,0.5390677452087402,0.8419910073280334,0.03164980560541153,0.9627019166946411,0.4656577706336975,0.8427161574363708,0.049118898808956146,0.9861463308334351,0.5321446061134338,0.8602360486984253,0.04190617427229881,0.8374952077865601,0.47217345237731934,0.8614299297332764,0.05936109274625778,0.8774181604385376,0.548791766166687,0.8936216831207275,-0.06870482116937637,0.9423143863677979,0.44826143980026245,0.8864984512329102,-0.04261847585439682,0.9706730246543884
normal,0.4760968089103699,0.21275077760219574,-0.35854053497314453,0.9999884366989136,0.48203903436660767,0.1961178183555603,-0.35971882939338684,0.9999735951423645,0.48495587706565857,0.1959608942270279,-0.35968226194381714,0.9999698400497437,0.4881746172904968,0.19596372544765472,-0.35974323749542236,0.9999744892120361,0.47681546211242676,0.19561733305454254,-0.34859853982925415,0.9999596476554871,0.4756767749786377,0.19498607516288757,-0.34867051243782043,0.9999475479125977,0.4745531976222992,0.19441555440425873,-0.34869125485420227,0.9999517202377319,0.501387894153595,0.20368169248104095,-0.3095419406890869,0.9999649524688721,0.48171862959861755,0.20124918222427368,-0.2585984468460083,0.9999150633811951,0.48318105936050415,0.22982488572597504,-0.3358381986618042,0.9999934434890747,0.47732800245285034,0.23000653088092804,-0.32114800810813904,0.9999898672103882,0.5496475100517273,0.30544233322143555,-0.23666492104530334,0.9999755620956421,0.45611342787742615,0.313827782869339,-0.17201773822307587,0.9999348521232605,0.5763708353042603,0.4374437630176544,-0.19621607661247253,0.9958387613296509,0.43461257219314575,0.43772226572036743,-0.10297497361898422,0.9787814617156982,0.5795035362243652,0.5603480339050293,-0.22271868586540222,0.9720656871795654,0.43002089858055115,0.5599111914634705,-0.14798294007778168,0.926658570766449,0.5827136039733887,0.5942428112030029,-0.23742301762104034,0.9296835660934448,0.42620983719825745,0.5967442393302917,-0.16153427958488464,0.8419273495674133,0.5764652490615845,0.5947780609130859,-0.2632136940956116,0.935904324054718,0.4298006594181061,0.5974221229553223,-0.18964655697345734,0.8504072427749634,0.5737127661705017,0.583733320236206,-0.23142997920513153,0.9241821765899658,0.4331035614013672,0.5847517251968384,-0.15978631377220154,0.8361185789108276,0.5302961468696594,0.5099697113037109,-0.01082056574523449,0.999884843826294,0.4808526039123535,0.5069158673286438,0.010627593845129013,0.9998449087142944,0.548222005367279,0.6932044625282288,-0.10217733681201935,0.9683623313903809,0.45930638909339905,0.6754075884819031,-0.12049754709005356,0.9761841297149658,0.539351761341095,0.8419988751411438,0.06765510886907578,0.965831995010376,0.4646100103855133,0.8430888652801514,0.03631529584527016,0.987268328666687,0.5321325659751892,0.8601014018058777,0.07735898345708847,0.8442511558532715,0.47151827812194824,0.8619124293327332,0.05494501069188118,0.8841328024864197,0.5487843155860901,0.8943307399749756,-0.036315642297267914,0.946906566619873,0.4482123851776123,0.8869313597679138,-0.05712026357650757,0.973069429397583
normal,0.4762665331363678,0.1916545033454895,-0.35476404428482056,0.9999887943267822,0.48217472434043884,0.1740342229604721,-0.35633328557014465,0.9999736547470093,0.4851667284965515,0.17385798692703247,-0.35629159212112427,0.9999702572822571,0.48847493529319763,0.17386944591999054,-0.35633960366249084,0.9999747276306152,0.47684797644615173,0.17351661622524261,-0.3449116349220276,0.9999609589576721,0.47573381662368774,0.17292369902133942,-0.34497925639152527,0.9999499917030334,0.4746248722076416,0.172373965382576,-0.3449974060058594,0.9999539852142334,0.5015718340873718,0.18142223358154297,-0.3045724928379059,0.9999651908874512,0.4817543923854828,0.17928585410118103,-0.2523125410079956,0.9999187588691711,0.48341116309165955,0.20835736393928528,-0.3312350809574127,0.9999932050704956,0.4774300456047058,0.2085760086774826,-0.3161630928516388,0.9999896287918091,0.5496809482574463,0.2836166024208069,-0.2283579558134079,0.9999746084213257,0.4560298025608063,0.2925023138523102,-0.16766437888145447,0.9999386072158813,0.5742024183273315,0.4155988395214081,-0.18428853154182434,0.995642900466919,0.43507400155067444,0.4180700182914734,-0.09897598624229431,0.9774754047393799,0.5776827931404114,0.5392096638679504,-0.21625752747058868,0.970859169960022,0.43049684166908264,0.5425716042518616,-0.14438188076019287,0.9253345131874084,0.5805913209915161,0.5732522010803223,-0.23233863711357117,0.9270089268684387,0.4267359673976898,0.5764822363853455,-0.1594737470149994,0.8409237265586853,0.5740119218826294,0.5736001133918762,-0.25989505648612976,0.933273434638977,0.4302474558353424,0.5779348015785217,-0.18725235760211945,0.8497247099876404,0.5706748962402344,0.5619080662727356,-0.22595170140266418,0.921411395072937,0.4338222146034241,0.5663022994995117,-0.15627355873584747,0.835005521774292,0.5305461287498474,0.49923086166381836,-0.009854817762970924,0.9998695254325867,0.4807806611061096,0.49644768238067627,0.009674444794654846,0.9998434782028198,0.5466286540031433,0.681722104549408,-0.0884796753525734,0.9706447124481201,0.46086516976356506,0.6704749464988708,-0.07327441871166229,0.9782005548477173,0.5397289991378784,0.8420610427856445,0.06797314435243607,0.9686488509178162,0.46411243081092834,0.8431214094161987,0.07290177047252655,0.9881829023361206,0.532312273979187,0.8605555891990662,0.07660822570323944,0.8508249521255493,0.4710052013397217,0.8621942400932312,0.08203133195638657,0.8877891898155212,0.5487775802612305,0.894712507724762,-0.03815899044275284,0.9510958790779114,0.44863563776016235,0.8874773383140564,-0.025416245684027672,0.9750173687934875
